Pollutants
	city: Ciudad de M&eacute;xico,averages so2
	cityCode: MEX
	country: M&eacute;xico
	mesurementAgency: SIMAT
	URL: http://www.aire.df.gob.mx
	timeStamp: 2019/01/01 al 2019/12/31
	average_interval: 001h
	date,"id_station",id_parameter,value,unit
03/01/2019,LLA,SO2,3,1
03/01/2019,LPR,SO2,5,1
03/01/2019,MER,SO2,5,1
03/01/2019,NEZ,SO2,3,1
03/01/2019,PED,SO2,4,1
03/01/2019,SAG,SO2,5,1
03/01/2019,SFE,SO2,7,1
03/01/2019,TAH,SO2,2,1
03/01/2019,TLA,SO2,7,1
03/01/2019,UAX,SO2,2,1
03/01/2019,UIZ,SO2,3,1
03/01/2019,VIF,SO2,6,1
03/01/2019,XAL,SO2,6,1
03/01/2019,CCA,SO2,4,1
03/01/2019,MGH,SO2,5,1
03/01/2019,AJM,SO2,13,1
03/01/2019,MPA,SO2,5,1
03/01/2019,BJU,SO2,2,1
03/01/2019,INN,SO2,2,1
04/01/2019,ACO,SO2,2,1
04/01/2019,ATI,SO2,10,1
04/01/2019,MON,SO2,1,1
04/01/2019,CHO,SO2,1,1
04/01/2019,CUA,SO2,6,1
04/01/2019,CUT,SO2,7,1
04/01/2019,FAC,SO2,8,1
04/01/2019,HGM,SO2,2,1
04/01/2019,IZT,SO2,2,1
04/01/2019,LLA,SO2,4,1
04/01/2019,LPR,SO2,3,1
04/01/2019,MER,SO2,4,1
04/01/2019,NEZ,SO2,2,1
04/01/2019,PED,SO2,2,1
04/01/2019,SAG,SO2,5,1
04/01/2019,SFE,SO2,5,1
04/01/2019,TAH,SO2,1,1
04/01/2019,TLA,SO2,9,1
04/01/2019,UAX,SO2,1,1
04/01/2019,UIZ,SO2,2,1
04/01/2019,VIF,SO2,6,1
04/01/2019,XAL,SO2,6,1
04/01/2019,CCA,SO2,3,1
04/01/2019,MGH,SO2,4,1
04/01/2019,AJM,SO2,4,1
04/01/2019,MPA,SO2,0,1
04/01/2019,BJU,SO2,2,1
04/01/2019,INN,SO2,2,1
05/01/2019,ACO,SO2,3,1
05/01/2019,ATI,SO2,6,1
05/01/2019,CAM,SO2,6,1
05/01/2019,MON,SO2,3,1
05/01/2019,CHO,SO2,3,1
05/01/2019,CUA,SO2,7,1
05/01/2019,CUT,SO2,6,1
05/01/2019,FAC,SO2,7,1
05/01/2019,HGM,SO2,8,1
05/01/2019,IZT,SO2,6,1
05/01/2019,LLA,SO2,8,1
05/01/2019,LPR,SO2,4,1
05/01/2019,MER,SO2,9,1
05/01/2019,NEZ,SO2,5,1
05/01/2019,PED,SO2,5,1
05/01/2019,SFE,SO2,6,1
05/01/2019,TAH,SO2,3,1
05/01/2019,TLA,SO2,8,1
05/01/2019,UAX,SO2,4,1
05/01/2019,UIZ,SO2,6,1
05/01/2019,VIF,SO2,8,1
05/01/2019,XAL,SO2,8,1
05/01/2019,CCA,SO2,5,1
05/01/2019,MGH,SO2,6,1
05/01/2019,AJM,SO2,5,1
05/01/2019,MPA,SO2,2,1
05/01/2019,BJU,SO2,4,1
05/01/2019,INN,SO2,5,1
06/01/2019,ACO,SO2,3,1
06/01/2019,ATI,SO2,6,1
06/01/2019,CAM,SO2,6,1
06/01/2019,MON,SO2,2,1
06/01/2019,CHO,SO2,2,1
06/01/2019,CUA,SO2,6,1
06/01/2019,CUT,SO2,6,1
06/01/2019,FAC,SO2,5,1
06/01/2019,HGM,SO2,5,1
06/01/2019,IZT,SO2,5,1
06/01/2019,LLA,SO2,4,1
06/01/2019,LPR,SO2,4,1
06/01/2019,MER,SO2,6,1
06/01/2019,NEZ,SO2,3,1
06/01/2019,PED,SO2,4,1
06/01/2019,SAG,SO2,5,1
06/01/2019,SFE,SO2,5,1
06/01/2019,TAH,SO2,3,1
06/01/2019,TLA,SO2,7,1
06/01/2019,UAX,SO2,3,1
06/01/2019,UIZ,SO2,4,1
06/01/2019,VIF,SO2,5,1
06/01/2019,XAL,SO2,5,1
06/01/2019,CCA,SO2,5,1
06/01/2019,MGH,SO2,6,1
06/01/2019,AJM,SO2,5,1
06/01/2019,MPA,SO2,2,1
06/01/2019,BJU,SO2,3,1
06/01/2019,INN,SO2,5,1
07/01/2019,ACO,SO2,2,1
07/01/2019,ATI,SO2,4,1
07/01/2019,CAM,SO2,4,1
07/01/2019,MON,SO2,2,1
07/01/2019,CHO,SO2,2,1
07/01/2019,CUA,SO2,3,1
07/01/2019,FAC,SO2,4,1
07/01/2019,HGM,SO2,3,1
07/01/2019,IZT,SO2,3,1
07/01/2019,LLA,SO2,4,1
07/01/2019,LPR,SO2,3,1
07/01/2019,MER,SO2,5,1
07/01/2019,NEZ,SO2,3,1
07/01/2019,PED,SO2,3,1
07/01/2019,SAG,SO2,4,1
07/01/2019,SFE,SO2,3,1
07/01/2019,TAH,SO2,2,1
07/01/2019,TLA,SO2,6,1
07/01/2019,UAX,SO2,2,1
07/01/2019,UIZ,SO2,3,1
07/01/2019,VIF,SO2,4,1
07/01/2019,XAL,SO2,5,1
07/01/2019,CCA,SO2,4,1
07/01/2019,MGH,SO2,4,1
07/01/2019,AJM,SO2,4,1
07/01/2019,MPA,SO2,2,1
07/01/2019,BJU,SO2,3,1
07/01/2019,INN,SO2,4,1
08/01/2019,ACO,SO2,1,1
08/01/2019,ATI,SO2,6,1
08/01/2019,CAM,SO2,4,1
08/01/2019,MON,SO2,1,1
08/01/2019,CHO,SO2,2,1
08/01/2019,CUA,SO2,4,1
08/01/2019,CUT,SO2,4,1
08/01/2019,FAC,SO2,4,1
08/01/2019,HGM,SO2,3,1
08/01/2019,IZT,SO2,2,1
08/01/2019,LLA,SO2,2,1
08/01/2019,LPR,SO2,2,1
08/01/2019,MER,SO2,4,1
08/01/2019,NEZ,SO2,1,1
08/01/2019,PED,SO2,2,1
08/01/2019,SAG,SO2,2,1
08/01/2019,SFE,SO2,2,1
08/01/2019,TAH,SO2,1,1
08/01/2019,TLA,SO2,8,1
08/01/2019,UAX,SO2,2,1
08/01/2019,UIZ,SO2,2,1
08/01/2019,VIF,SO2,2,1
08/01/2019,XAL,SO2,4,1
08/01/2019,CCA,SO2,2,1
08/01/2019,MGH,SO2,3,1
08/01/2019,AJM,SO2,2,1
08/01/2019,MPA,SO2,0,1
08/01/2019,BJU,SO2,2,1
08/01/2019,INN,SO2,3,1
09/01/2019,ACO,SO2,2,1
09/01/2019,ATI,SO2,12,1
09/01/2019,MON,SO2,1,1
09/01/2019,CHO,SO2,4,1
09/01/2019,CUA,SO2,10,1
09/01/2019,CUT,SO2,8,1
09/01/2019,FAC,SO2,14,1
09/01/2019,HGM,SO2,17,1
09/01/2019,IZT,SO2,16,1
09/01/2019,LLA,SO2,18,1
09/01/2019,LPR,SO2,6,1
09/01/2019,MER,SO2,18,1
09/01/2019,NEZ,SO2,11,1
09/01/2019,SAG,SO2,16,1
09/01/2019,SFE,SO2,9,1
09/01/2019,TAH,SO2,9,1
09/01/2019,TLA,SO2,13,1
09/01/2019,UAX,SO2,10,1
09/01/2019,UIZ,SO2,13,1
09/01/2019,VIF,SO2,21,1
09/01/2019,XAL,SO2,9,1
09/01/2019,CCA,SO2,10,1
09/01/2019,MGH,SO2,9,1
09/01/2019,AJM,SO2,10,1
09/01/2019,MPA,SO2,8,1
09/01/2019,BJU,SO2,10,1
09/01/2019,INN,SO2,5,1
10/01/2019,ACO,SO2,1,1
10/01/2019,ATI,SO2,14,1
10/01/2019,MON,SO2,1,1
10/01/2019,CHO,SO2,1,1
10/01/2019,CUA,SO2,5,1
10/01/2019,CUT,SO2,11,1
10/01/2019,FAC,SO2,9,1
10/01/2019,HGM,SO2,2,1
10/01/2019,IZT,SO2,1,1
10/01/2019,LLA,SO2,2,1
10/01/2019,LPR,SO2,1,1
10/01/2019,MER,SO2,3,1
10/01/2019,NEZ,SO2,1,1
10/01/2019,PED,SO2,4,1
10/01/2019,SAG,SO2,2,1
10/01/2019,SFE,SO2,5,1
10/01/2019,TAH,SO2,1,1
10/01/2019,TLA,SO2,8,1
10/01/2019,UAX,SO2,1,1
10/01/2019,UIZ,SO2,2,1
10/01/2019,VIF,SO2,6,1
10/01/2019,XAL,SO2,2,1
10/01/2019,CCA,SO2,4,1
10/01/2019,MGH,SO2,4,1
10/01/2019,AJM,SO2,5,1
10/01/2019,MPA,SO2,1,1
10/01/2019,BJU,SO2,2,1
10/01/2019,INN,SO2,2,1
11/01/2019,ACO,SO2,2,1
11/01/2019,ATI,SO2,3,1
11/01/2019,MON,SO2,1,1
11/01/2019,CHO,SO2,2,1
11/01/2019,CUA,SO2,3,1
11/01/2019,CUT,SO2,4,1
11/01/2019,FAC,SO2,4,1
11/01/2019,HGM,SO2,2,1
11/01/2019,IZT,SO2,3,1
11/01/2019,LLA,SO2,4,1
11/01/2019,LPR,SO2,3,1
11/01/2019,MER,SO2,4,1
11/01/2019,NEZ,SO2,2,1
11/01/2019,PED,SO2,2,1
11/01/2019,SAG,SO2,3,1
11/01/2019,SFE,SO2,4,1
11/01/2019,TAH,SO2,1,1
11/01/2019,TLA,SO2,6,1
11/01/2019,UAX,SO2,1,1
11/01/2019,UIZ,SO2,2,1
11/01/2019,VIF,SO2,4,1
11/01/2019,XAL,SO2,5,1
11/01/2019,CCA,SO2,3,1
11/01/2019,MGH,SO2,3,1
11/01/2019,AJM,SO2,4,1
11/01/2019,MPA,SO2,0,1
11/01/2019,BJU,SO2,2,1
11/01/2019,INN,SO2,2,1
12/01/2019,ACO,SO2,6,1
12/01/2019,ATI,SO2,3,1
12/01/2019,MON,SO2,6,1
12/01/2019,CHO,SO2,5,1
12/01/2019,CUA,SO2,7,1
12/01/2019,CUT,SO2,5,1
12/01/2019,FAC,SO2,7,1
12/01/2019,HGM,SO2,9,1
12/01/2019,IZT,SO2,10,1
12/01/2019,LLA,SO2,12,1
12/01/2019,LPR,SO2,9,1
12/01/2019,MER,SO2,12,1
12/01/2019,NEZ,SO2,13,1
12/01/2019,PED,SO2,4,1
12/01/2019,SAG,SO2,11,1
12/01/2019,SFE,SO2,7,1
12/01/2019,TAH,SO2,11,1
12/01/2019,TLA,SO2,9,1
12/01/2019,UAX,SO2,6,1
12/01/2019,UIZ,SO2,11,1
12/01/2019,VIF,SO2,9,1
12/01/2019,XAL,SO2,15,1
12/01/2019,CCA,SO2,5,1
12/01/2019,MGH,SO2,10,1
12/01/2019,AJM,SO2,4,1
12/01/2019,MPA,SO2,8,1
12/01/2019,BJU,SO2,4,1
12/01/2019,INN,SO2,3,1
13/01/2019,ACO,SO2,1,1
13/01/2019,ATI,SO2,1,1
13/01/2019,MON,SO2,0,1
13/01/2019,CHO,SO2,1,1
13/01/2019,CUA,SO2,1,1
13/01/2019,CUT,SO2,2,1
13/01/2019,FAC,SO2,1,1
13/01/2019,HGM,SO2,2,1
13/01/2019,IZT,SO2,1,1
13/01/2019,LLA,SO2,1,1
13/01/2019,LPR,SO2,1,1
13/01/2019,MER,SO2,2,1
13/01/2019,NEZ,SO2,1,1
13/01/2019,PED,SO2,1,1
13/01/2019,SAG,SO2,1,1
13/01/2019,SFE,SO2,2,1
13/01/2019,TAH,SO2,1,1
13/01/2019,TLA,SO2,2,1
13/01/2019,UAX,SO2,1,1
13/01/2019,UIZ,SO2,1,1
13/01/2019,VIF,SO2,1,1
13/01/2019,XAL,SO2,1,1
13/01/2019,CCA,SO2,1,1
13/01/2019,MGH,SO2,1,1
13/01/2019,AJM,SO2,1,1
13/01/2019,MPA,SO2,0,1
13/01/2019,INN,SO2,1,1
14/01/2019,ACO,SO2,1,1
14/01/2019,ATI,SO2,14,1
14/01/2019,MON,SO2,1,1
14/01/2019,CHO,SO2,1,1
14/01/2019,CUA,SO2,8,1
14/01/2019,CUT,SO2,24,1
14/01/2019,FAC,SO2,18,1
14/01/2019,HGM,SO2,14,1
14/01/2019,IZT,SO2,9,1
14/01/2019,LLA,SO2,5,1
14/01/2019,LPR,SO2,3,1
14/01/2019,MER,SO2,12,1
14/01/2019,NEZ,SO2,3,1
14/01/2019,PED,SO2,11,1
14/01/2019,SAG,SO2,3,1
14/01/2019,SFE,SO2,9,1
14/01/2019,TAH,SO2,4,1
14/01/2019,TLA,SO2,16,1
14/01/2019,UAX,SO2,8,1
14/01/2019,UIZ,SO2,6,1
14/01/2019,VIF,SO2,11,1
14/01/2019,XAL,SO2,3,1
14/01/2019,CCA,SO2,12,1
14/01/2019,MGH,SO2,13,1
14/01/2019,AJM,SO2,7,1
14/01/2019,MPA,SO2,2,1
14/01/2019,INN,SO2,2,1
15/01/2019,ACO,SO2,4,1
15/01/2019,ATI,SO2,12,1
15/01/2019,MON,SO2,2,1
15/01/2019,CHO,SO2,2,1
15/01/2019,CUA,SO2,12,1
15/01/2019,CUT,SO2,16,1
15/01/2019,FAC,SO2,10,1
15/01/2019,HGM,SO2,15,1
15/01/2019,IZT,SO2,10,1
15/01/2019,LLA,SO2,14,1
15/01/2019,LPR,SO2,9,1
15/01/2019,MER,SO2,15,1
15/01/2019,PED,SO2,13,1
15/01/2019,SAG,SO2,9,1
15/01/2019,SFE,SO2,10,1
15/01/2019,TAH,SO2,3,1
15/01/2019,TLA,SO2,16,1
15/01/2019,UAX,SO2,5,1
15/01/2019,UIZ,SO2,7,1
15/01/2019,VIF,SO2,20,1
15/01/2019,XAL,SO2,9,1
15/01/2019,CCA,SO2,11,1
15/01/2019,MGH,SO2,13,1
15/01/2019,AJM,SO2,14,1
15/01/2019,MPA,SO2,3,1
15/01/2019,INN,SO2,4,1
16/01/2019,ACO,SO2,3,1
16/01/2019,ATI,SO2,13,1
16/01/2019,MON,SO2,2,1
16/01/2019,CHO,SO2,2,1
16/01/2019,CUA,SO2,5,1
16/01/2019,CUT,SO2,8,1
16/01/2019,FAC,SO2,10,1
16/01/2019,HGM,SO2,13,1
16/01/2019,IZT,SO2,6,1
16/01/2019,LLA,SO2,9,1
16/01/2019,LPR,SO2,5,1
16/01/2019,MER,SO2,12,1
16/01/2019,PED,SO2,5,1
16/01/2019,SAG,SO2,6,1
16/01/2019,SFE,SO2,5,1
16/01/2019,TAH,SO2,2,1
16/01/2019,TLA,SO2,18,1
16/01/2019,UAX,SO2,3,1
16/01/2019,UIZ,SO2,5,1
16/01/2019,VIF,SO2,17,1
16/01/2019,XAL,SO2,6,1
16/01/2019,CCA,SO2,5,1
16/01/2019,MGH,SO2,8,1
16/01/2019,AJM,SO2,6,1
16/01/2019,MPA,SO2,2,1
16/01/2019,BJU,SO2,5,1
16/01/2019,INN,SO2,2,1
17/01/2019,ACO,SO2,6,1
17/01/2019,ATI,SO2,8,1
17/01/2019,MON,SO2,5,1
17/01/2019,CHO,SO2,4,1
17/01/2019,CUA,SO2,7,1
17/01/2019,CUT,SO2,7,1
17/01/2019,FAC,SO2,9,1
17/01/2019,HGM,SO2,22,1
17/01/2019,IZT,SO2,21,1
17/01/2019,LLA,SO2,22,1
17/01/2019,LPR,SO2,10,1
17/01/2019,MER,SO2,19,1
17/01/2019,NEZ,SO2,17,1
17/01/2019,PED,SO2,12,1
17/01/2019,SAG,SO2,18,1
17/01/2019,SFE,SO2,7,1
17/01/2019,TAH,SO2,4,1
17/01/2019,TLA,SO2,16,1
17/01/2019,UAX,SO2,10,1
17/01/2019,UIZ,SO2,18,1
17/01/2019,VIF,SO2,23,1
17/01/2019,XAL,SO2,16,1
17/01/2019,CCA,SO2,14,1
17/01/2019,MGH,SO2,16,1
17/01/2019,AJM,SO2,9,1
17/01/2019,MPA,SO2,3,1
17/01/2019,BJU,SO2,13,1
18/01/2019,ACO,SO2,2,1
18/01/2019,ATI,SO2,9,1
18/01/2019,CHO,SO2,1,1
18/01/2019,CUA,SO2,2,1
18/01/2019,CUT,SO2,8,1
18/01/2019,FAC,SO2,6,1
18/01/2019,HGM,SO2,9,1
18/01/2019,LLA,SO2,20,1
18/01/2019,LPR,SO2,6,1
18/01/2019,NEZ,SO2,4,1
18/01/2019,PED,SO2,4,1
18/01/2019,SAG,SO2,17,1
18/01/2019,SFE,SO2,3,1
18/01/2019,TLA,SO2,19,1
18/01/2019,UAX,SO2,1,1
18/01/2019,VIF,SO2,24,1
18/01/2019,XAL,SO2,12,1
18/01/2019,CCA,SO2,4,1
18/01/2019,MGH,SO2,9,1
18/01/2019,AJM,SO2,3,1
18/01/2019,MPA,SO2,0,1
18/01/2019,BJU,SO2,5,1
18/01/2019,INN,SO2,1,1
19/01/2019,ACO,SO2,4,1
19/01/2019,ATI,SO2,5,1
19/01/2019,MON,SO2,5,1
19/01/2019,CHO,SO2,5,1
19/01/2019,CUA,SO2,3,1
19/01/2019,CUT,SO2,7,1
19/01/2019,FAC,SO2,5,1
19/01/2019,HGM,SO2,4,1
19/01/2019,IZT,SO2,4,1
19/01/2019,LLA,SO2,9,1
19/01/2019,LPR,SO2,4,1
19/01/2019,MER,SO2,5,1
19/01/2019,NEZ,SO2,5,1
19/01/2019,PED,SO2,2,1
19/01/2019,SAG,SO2,10,1
19/01/2019,SFE,SO2,3,1
19/01/2019,TAH,SO2,4,1
19/01/2019,TLA,SO2,7,1
19/01/2019,UAX,SO2,4,1
19/01/2019,VIF,SO2,6,1
19/01/2019,XAL,SO2,6,1
19/01/2019,CCA,SO2,3,1
19/01/2019,MGH,SO2,4,1
19/01/2019,AJM,SO2,2,1
19/01/2019,MPA,SO2,3,1
19/01/2019,BJU,SO2,2,1
19/01/2019,INN,SO2,3,1
20/01/2019,ACO,SO2,1,1
20/01/2019,ATI,SO2,16,1
20/01/2019,MON,SO2,1,1
20/01/2019,CHO,SO2,2,1
20/01/2019,CUA,SO2,8,1
20/01/2019,CUT,SO2,16,1
20/01/2019,FAC,SO2,18,1
20/01/2019,HGM,SO2,18,1
20/01/2019,IZT,SO2,14,1
20/01/2019,LLA,SO2,6,1
20/01/2019,LPR,SO2,5,1
20/01/2019,MER,SO2,18,1
20/01/2019,NEZ,SO2,3,1
20/01/2019,PED,SO2,10,1
20/01/2019,SAG,SO2,3,1
20/01/2019,SFE,SO2,7,1
20/01/2019,TAH,SO2,1,1
20/01/2019,TLA,SO2,23,1
20/01/2019,UAX,SO2,6,1
20/01/2019,VIF,SO2,8,1
20/01/2019,XAL,SO2,4,1
20/01/2019,CCA,SO2,10,1
20/01/2019,MGH,SO2,12,1
20/01/2019,AJM,SO2,11,1
20/01/2019,MPA,SO2,1,1
20/01/2019,BJU,SO2,10,1
20/01/2019,INN,SO2,3,1
21/01/2019,ACO,SO2,5,1
21/01/2019,ATI,SO2,7,1
21/01/2019,MON,SO2,5,1
21/01/2019,CHO,SO2,4,1
21/01/2019,CUA,SO2,7,1
21/01/2019,CUT,SO2,7,1
21/01/2019,FAC,SO2,8,1
21/01/2019,HGM,SO2,25,1
21/01/2019,IZT,SO2,26,1
21/01/2019,LLA,SO2,23,1
21/01/2019,LPR,SO2,15,1
21/01/2019,MER,SO2,25,1
21/01/2019,NEZ,SO2,24,1
21/01/2019,PED,SO2,12,1
21/01/2019,SAG,SO2,26,1
21/01/2019,SFE,SO2,6,1
21/01/2019,TAH,SO2,8,1
21/01/2019,TLA,SO2,10,1
21/01/2019,UAX,SO2,8,1
21/01/2019,VIF,SO2,27,1
21/01/2019,XAL,SO2,15,1
21/01/2019,CCA,SO2,10,1
21/01/2019,MGH,SO2,13,1
21/01/2019,AJM,SO2,13,1
21/01/2019,MPA,SO2,8,1
21/01/2019,INN,SO2,3,1
22/01/2019,ACO,SO2,1,1
22/01/2019,ATI,SO2,3,1
22/01/2019,MON,SO2,1,1
22/01/2019,CHO,SO2,3,1
22/01/2019,CUA,SO2,2,1
22/01/2019,CUT,SO2,4,1
22/01/2019,FAC,SO2,3,1
22/01/2019,HGM,SO2,1,1
22/01/2019,IZT,SO2,2,1
22/01/2019,LLA,SO2,2,1
22/01/2019,LPR,SO2,2,1
22/01/2019,MER,SO2,2,1
22/01/2019,NEZ,SO2,2,1
22/01/2019,PED,SO2,1,1
22/01/2019,SAG,SO2,3,1
22/01/2019,SFE,SO2,1,1
22/01/2019,TAH,SO2,1,1
22/01/2019,TLA,SO2,3,1
22/01/2019,UAX,SO2,1,1
22/01/2019,UIZ,SO2,2,1
22/01/2019,VIF,SO2,3,1
22/01/2019,XAL,SO2,6,1
22/01/2019,CCA,SO2,2,1
22/01/2019,MGH,SO2,3,1
22/01/2019,AJM,SO2,1,1
22/01/2019,BJU,SO2,2,1
22/01/2019,INN,SO2,2,1
23/01/2019,ACO,SO2,2,1
23/01/2019,ATI,SO2,4,1
23/01/2019,MON,SO2,1,1
23/01/2019,CHO,SO2,2,1
23/01/2019,CUA,SO2,1,1
23/01/2019,CUT,SO2,7,1
23/01/2019,FAC,SO2,5,1
23/01/2019,HGM,SO2,2,1
23/01/2019,IZT,SO2,1,1
23/01/2019,LLA,SO2,4,1
23/01/2019,LPR,SO2,3,1
23/01/2019,MER,SO2,2,1
23/01/2019,PED,SO2,2,1
23/01/2019,SAG,SO2,5,1
23/01/2019,SFE,SO2,1,1
23/01/2019,TAH,SO2,1,1
23/01/2019,TLA,SO2,6,1
23/01/2019,UAX,SO2,1,1
23/01/2019,UIZ,SO2,2,1
23/01/2019,VIF,SO2,6,1
23/01/2019,XAL,SO2,5,1
23/01/2019,CCA,SO2,2,1
23/01/2019,MGH,SO2,5,1
23/01/2019,AJM,SO2,1,1
23/01/2019,MPA,SO2,1,1
23/01/2019,BJU,SO2,2,1
23/01/2019,INN,SO2,2,1
24/01/2019,ACO,SO2,1,1
24/01/2019,ATI,SO2,2,1
24/01/2019,MON,SO2,1,1
24/01/2019,CHO,SO2,2,1
24/01/2019,CUA,SO2,2,1
24/01/2019,CUT,SO2,3,1
24/01/2019,FAC,SO2,3,1
24/01/2019,HGM,SO2,2,1
24/01/2019,IZT,SO2,2,1
24/01/2019,LLA,SO2,3,1
24/01/2019,MER,SO2,3,1
24/01/2019,NEZ,SO2,2,1
24/01/2019,PED,SO2,1,1
24/01/2019,SAG,SO2,3,1
24/01/2019,SFE,SO2,2,1
24/01/2019,TAH,SO2,1,1
24/01/2019,UAX,SO2,1,1
24/01/2019,UIZ,SO2,2,1
24/01/2019,VIF,SO2,2,1
24/01/2019,XAL,SO2,4,1
24/01/2019,CCA,SO2,2,1
24/01/2019,MGH,SO2,3,1
24/01/2019,AJM,SO2,2,1
24/01/2019,MPA,SO2,1,1
24/01/2019,BJU,SO2,2,1
24/01/2019,INN,SO2,2,1
25/01/2019,ACO,SO2,1,1
25/01/2019,ATI,SO2,3,1
25/01/2019,MON,SO2,1,1
25/01/2019,CHO,SO2,2,1
25/01/2019,CUA,SO2,4,1
25/01/2019,CUT,SO2,4,1
25/01/2019,FAC,SO2,4,1
25/01/2019,HGM,SO2,2,1
25/01/2019,IZT,SO2,2,1
25/01/2019,LLA,SO2,3,1
25/01/2019,LPR,SO2,3,1
25/01/2019,MER,SO2,2,1
25/01/2019,NEZ,SO2,2,1
25/01/2019,PED,SO2,2,1
25/01/2019,SAG,SO2,3,1
25/01/2019,SFE,SO2,3,1
25/01/2019,TAH,SO2,0,1
25/01/2019,TLA,SO2,3,1
25/01/2019,UAX,SO2,1,1
25/01/2019,UIZ,SO2,1,1
25/01/2019,VIF,SO2,2,1
25/01/2019,XAL,SO2,4,1
25/01/2019,CCA,SO2,3,1
25/01/2019,MGH,SO2,3,1
25/01/2019,AJM,SO2,4,1
25/01/2019,MPA,SO2,0,1
25/01/2019,INN,SO2,1,1
26/01/2019,ACO,SO2,2,1
26/01/2019,ATI,SO2,3,1
26/01/2019,MON,SO2,1,1
26/01/2019,CHO,SO2,1,1
26/01/2019,CUA,SO2,1,1
26/01/2019,CUT,SO2,4,1
26/01/2019,FAC,SO2,2,1
26/01/2019,HGM,SO2,1,1
26/01/2019,IZT,SO2,1,1
26/01/2019,LLA,SO2,6,1
26/01/2019,LPR,SO2,2,1
26/01/2019,MER,SO2,2,1
26/01/2019,NEZ,SO2,1,1
26/01/2019,PED,SO2,1,1
26/01/2019,SAG,SO2,5,1
26/01/2019,SFE,SO2,1,1
26/01/2019,TAH,SO2,0,1
26/01/2019,TLA,SO2,3,1
26/01/2019,UAX,SO2,1,1
26/01/2019,UIZ,SO2,2,1
26/01/2019,VIF,SO2,6,1
26/01/2019,XAL,SO2,3,1
26/01/2019,CCA,SO2,2,1
26/01/2019,MGH,SO2,2,1
26/01/2019,AJM,SO2,1,1
26/01/2019,MPA,SO2,0,1
26/01/2019,BJU,SO2,1,1
27/01/2019,ACO,SO2,2,1
27/01/2019,ATI,SO2,6,1
27/01/2019,MON,SO2,2,1
27/01/2019,CHO,SO2,2,1
27/01/2019,CUA,SO2,4,1
27/01/2019,CUT,SO2,8,1
27/01/2019,FAC,SO2,6,1
27/01/2019,HGM,SO2,5,1
27/01/2019,IZT,SO2,4,1
27/01/2019,LLA,SO2,4,1
27/01/2019,LPR,SO2,4,1
27/01/2019,MER,SO2,4,1
27/01/2019,NEZ,SO2,3,1
27/01/2019,PED,SO2,2,1
27/01/2019,SAG,SO2,5,1
27/01/2019,SFE,SO2,3,1
