Pollutants
	city: Ciudad de M&eacute;xico,averages so2
	cityCode: MEX
	country: M&eacute;xico
	mesurementAgency: SIMAT
	URL: http://www.aire.df.gob.mx
	timeStamp: 2019/01/01 al 2019/12/31
	average_interval: 001h
	date,"id_station",id_parameter,value,unit
18/03/2019,CUA,SO2,1,1
18/03/2019,CUT,SO2,18,1
18/03/2019,HGM,SO2,10,1
18/03/2019,IZT,SO2,8,1
18/03/2019,LLA,SO2,18,1
18/03/2019,LPR,SO2,10,1
18/03/2019,MER,SO2,12,1
18/03/2019,PED,SO2,6,1
18/03/2019,SAG,SO2,16,1
18/03/2019,SFE,SO2,3,1
18/03/2019,TAH,SO2,3,1
18/03/2019,TLA,SO2,22,1
18/03/2019,TLI,SO2,26,1
18/03/2019,UAX,SO2,5,1
18/03/2019,UIZ,SO2,8,1
18/03/2019,VIF,SO2,28,1
18/03/2019,XAL,SO2,11,1
18/03/2019,CCA,SO2,6,1
18/03/2019,MGH,SO2,8,1
18/03/2019,AJM,SO2,4,1
18/03/2019,MPA,SO2,1,1
18/03/2019,INN,SO2,1,1
18/03/2019,FAR,SO2,11,1
18/03/2019,SAC,SO2,5,1
19/03/2019,ACO,SO2,1,1
19/03/2019,ATI,SO2,9,1
19/03/2019,MON,SO2,1,1
19/03/2019,CHO,SO2,2,1
19/03/2019,CUA,SO2,2,1
19/03/2019,CUT,SO2,10,1
19/03/2019,LLA,SO2,12,1
19/03/2019,MER,SO2,12,1
19/03/2019,PED,SO2,5,1
19/03/2019,SAG,SO2,10,1
19/03/2019,SFE,SO2,3,1
19/03/2019,TAH,SO2,2,1
19/03/2019,TLA,SO2,20,1
19/03/2019,TLI,SO2,22,1
19/03/2019,UAX,SO2,2,1
19/03/2019,UIZ,SO2,5,1
19/03/2019,VIF,SO2,20,1
19/03/2019,XAL,SO2,7,1
19/03/2019,CCA,SO2,3,1
19/03/2019,MGH,SO2,10,1
19/03/2019,AJM,SO2,2,1
19/03/2019,MPA,SO2,1,1
19/03/2019,INN,SO2,1,1
19/03/2019,FAR,SO2,7,1
20/03/2019,ACO,SO2,2,1
20/03/2019,ATI,SO2,14,1
20/03/2019,MON,SO2,2,1
20/03/2019,CHO,SO2,2,1
20/03/2019,CUA,SO2,3,1
20/03/2019,CUT,SO2,12,1
20/03/2019,HGM,SO2,13,1
20/03/2019,IZT,SO2,17,1
20/03/2019,LLA,SO2,15,1
20/03/2019,MER,SO2,14,1
20/03/2019,PED,SO2,8,1
20/03/2019,SFE,SO2,5,1
20/03/2019,TLA,SO2,18,1
20/03/2019,TLI,SO2,25,1
20/03/2019,UAX,SO2,4,1
20/03/2019,VIF,SO2,18,1
20/03/2019,XAL,SO2,13,1
20/03/2019,CCA,SO2,6,1
20/03/2019,MGH,SO2,11,1
20/03/2019,AJM,SO2,6,1
20/03/2019,MPA,SO2,1,1
20/03/2019,INN,SO2,1,1
20/03/2019,FAR,SO2,7,1
20/03/2019,SAC,SO2,8,1
21/03/2019,ACO,SO2,2,1
21/03/2019,ATI,SO2,14,1
21/03/2019,MON,SO2,4,1
21/03/2019,CHO,SO2,3,1
21/03/2019,CUA,SO2,9,1
21/03/2019,CUT,SO2,14,1
21/03/2019,HGM,SO2,13,1
21/03/2019,IZT,SO2,13,1
21/03/2019,LLA,SO2,12,1
21/03/2019,LPR,SO2,11,1
21/03/2019,MER,SO2,14,1
21/03/2019,PED,SO2,12,1
21/03/2019,SAG,SO2,11,1
21/03/2019,SFE,SO2,7,1
21/03/2019,TAH,SO2,6,1
21/03/2019,TLA,SO2,16,1
21/03/2019,TLI,SO2,17,1
21/03/2019,UAX,SO2,10,1
21/03/2019,UIZ,SO2,13,1
21/03/2019,VIF,SO2,16,1
21/03/2019,XAL,SO2,12,1
21/03/2019,CCA,SO2,10,1
21/03/2019,MGH,SO2,12,1
21/03/2019,AJM,SO2,8,1
21/03/2019,MPA,SO2,4,1
21/03/2019,INN,SO2,3,1
21/03/2019,FAR,SO2,11,1
21/03/2019,SAC,SO2,11,1
22/03/2019,ACO,SO2,1,1
22/03/2019,ATI,SO2,3,1
22/03/2019,MON,SO2,1,1
22/03/2019,CHO,SO2,1,1
22/03/2019,CUA,SO2,2,1
22/03/2019,CUT,SO2,3,1
22/03/2019,HGM,SO2,3,1
22/03/2019,IZT,SO2,4,1
22/03/2019,LLA,SO2,4,1
22/03/2019,LPR,SO2,3,1
22/03/2019,MER,SO2,5,1
22/03/2019,PED,SO2,2,1
22/03/2019,SAG,SO2,4,1
22/03/2019,SFE,SO2,2,1
22/03/2019,TAH,SO2,1,1
22/03/2019,TLA,SO2,5,1
22/03/2019,TLI,SO2,5,1
22/03/2019,UAX,SO2,1,1
22/03/2019,UIZ,SO2,4,1
22/03/2019,VIF,SO2,7,1
22/03/2019,XAL,SO2,3,1
22/03/2019,CCA,SO2,2,1
22/03/2019,MGH,SO2,3,1
22/03/2019,AJM,SO2,1,1
22/03/2019,MPA,SO2,1,1
22/03/2019,INN,SO2,1,1
22/03/2019,FAR,SO2,3,1
22/03/2019,SAC,SO2,4,1
23/03/2019,ACO,SO2,1,1
23/03/2019,ATI,SO2,2,1
23/03/2019,MON,SO2,1,1
23/03/2019,CHO,SO2,1,1
23/03/2019,CUA,SO2,2,1
23/03/2019,CUT,SO2,4,1
23/03/2019,IZT,SO2,2,1
23/03/2019,LLA,SO2,3,1
23/03/2019,LPR,SO2,2,1
23/03/2019,MER,SO2,3,1
23/03/2019,PED,SO2,1,1
23/03/2019,SAG,SO2,2,1
23/03/2019,SFE,SO2,1,1
23/03/2019,TAH,SO2,2,1
23/03/2019,TLA,SO2,3,1
23/03/2019,TLI,SO2,3,1
23/03/2019,UAX,SO2,1,1
23/03/2019,UIZ,SO2,3,1
23/03/2019,VIF,SO2,4,1
23/03/2019,XAL,SO2,3,1
23/03/2019,CCA,SO2,1,1
23/03/2019,MGH,SO2,2,1
23/03/2019,AJM,SO2,1,1
23/03/2019,MPA,SO2,1,1
23/03/2019,INN,SO2,1,1
23/03/2019,FAR,SO2,1,1
23/03/2019,SAC,SO2,2,1
24/03/2019,ACO,SO2,1,1
24/03/2019,ATI,SO2,4,1
24/03/2019,MON,SO2,1,1
24/03/2019,CHO,SO2,2,1
24/03/2019,CUA,SO2,2,1
24/03/2019,CUT,SO2,4,1
24/03/2019,HGM,SO2,2,1
24/03/2019,IZT,SO2,3,1
24/03/2019,LLA,SO2,3,1
24/03/2019,LPR,SO2,2,1
24/03/2019,MER,SO2,4,1
24/03/2019,PED,SO2,2,1
24/03/2019,SAG,SO2,1,1
24/03/2019,SFE,SO2,2,1
24/03/2019,TAH,SO2,1,1
24/03/2019,TLA,SO2,5,1
24/03/2019,TLI,SO2,4,1
24/03/2019,UAX,SO2,1,1
24/03/2019,UIZ,SO2,3,1
24/03/2019,VIF,SO2,4,1
24/03/2019,XAL,SO2,2,1
24/03/2019,CCA,SO2,1,1
24/03/2019,MGH,SO2,4,1
24/03/2019,AJM,SO2,2,1
24/03/2019,MPA,SO2,1,1
24/03/2019,INN,SO2,1,1
24/03/2019,FAR,SO2,1,1
24/03/2019,SAC,SO2,2,1
25/03/2019,ACO,SO2,0,1
25/03/2019,ATI,SO2,1,1
25/03/2019,MON,SO2,1,1
25/03/2019,CHO,SO2,1,1
25/03/2019,CUA,SO2,1,1
25/03/2019,CUT,SO2,2,1
25/03/2019,HGM,SO2,1,1
25/03/2019,IZT,SO2,2,1
25/03/2019,LLA,SO2,1,1
25/03/2019,LPR,SO2,2,1
25/03/2019,MER,SO2,2,1
25/03/2019,PED,SO2,1,1
25/03/2019,SAG,SO2,1,1
25/03/2019,SFE,SO2,1,1
25/03/2019,TLA,SO2,2,1
25/03/2019,TLI,SO2,2,1
25/03/2019,UAX,SO2,1,1
25/03/2019,UIZ,SO2,2,1
25/03/2019,VIF,SO2,2,1
25/03/2019,XAL,SO2,2,1
25/03/2019,CCA,SO2,0,1
25/03/2019,MGH,SO2,2,1
25/03/2019,AJM,SO2,1,1
25/03/2019,MPA,SO2,1,1
25/03/2019,INN,SO2,1,1
25/03/2019,FAR,SO2,0,1
25/03/2019,SAC,SO2,2,1
26/03/2019,ACO,SO2,0,1
26/03/2019,ATI,SO2,5,1
26/03/2019,MON,SO2,1,1
26/03/2019,CHO,SO2,2,1
26/03/2019,CUA,SO2,4,1
26/03/2019,CUT,SO2,4,1
26/03/2019,HGM,SO2,1,1
26/03/2019,IZT,SO2,2,1
26/03/2019,LLA,SO2,0,1
26/03/2019,LPR,SO2,1,1
26/03/2019,MER,SO2,2,1
26/03/2019,PED,SO2,3,1
26/03/2019,SAG,SO2,1,1
26/03/2019,SFE,SO2,4,1
26/03/2019,TAH,SO2,1,1
26/03/2019,TLA,SO2,3,1
26/03/2019,TLI,SO2,3,1
26/03/2019,UAX,SO2,1,1
26/03/2019,UIZ,SO2,2,1
26/03/2019,VIF,SO2,3,1
26/03/2019,XAL,SO2,3,1
26/03/2019,CCA,SO2,2,1
26/03/2019,MGH,SO2,4,1
26/03/2019,AJM,SO2,2,1
26/03/2019,MPA,SO2,1,1
26/03/2019,INN,SO2,1,1
26/03/2019,SAC,SO2,2,1
27/03/2019,ACO,SO2,1,1
27/03/2019,ATI,SO2,14,1
27/03/2019,MON,SO2,1,1
27/03/2019,CHO,SO2,2,1
27/03/2019,CUA,SO2,4,1
27/03/2019,CUT,SO2,6,1
27/03/2019,HGM,SO2,6,1
27/03/2019,IZT,SO2,5,1
27/03/2019,LLA,SO2,3,1
27/03/2019,LPR,SO2,3,1
27/03/2019,MER,SO2,6,1
27/03/2019,PED,SO2,4,1
27/03/2019,SAG,SO2,1,1
27/03/2019,SFE,SO2,4,1
27/03/2019,TLA,SO2,13,1
27/03/2019,TLI,SO2,9,1
27/03/2019,UAX,SO2,4,1
27/03/2019,UIZ,SO2,4,1
27/03/2019,VIF,SO2,9,1
27/03/2019,XAL,SO2,2,1
27/03/2019,CCA,SO2,4,1
27/03/2019,MGH,SO2,8,1
27/03/2019,MPA,SO2,3,1
27/03/2019,INN,SO2,2,1
27/03/2019,FAR,SO2,1,1
27/03/2019,SAC,SO2,3,1
28/03/2019,ACO,SO2,2,1
28/03/2019,ATI,SO2,6,1
28/03/2019,MON,SO2,3,1
28/03/2019,CHO,SO2,3,1
28/03/2019,CUA,SO2,3,1
28/03/2019,CUT,SO2,16,1
28/03/2019,HGM,SO2,14,1
28/03/2019,IZT,SO2,16,1
28/03/2019,LLA,SO2,20,1
28/03/2019,LPR,SO2,13,1
28/03/2019,MER,SO2,16,1
28/03/2019,PED,SO2,5,1
28/03/2019,SAG,SO2,13,1
28/03/2019,SFE,SO2,3,1
28/03/2019,TAH,SO2,2,1
28/03/2019,TLA,SO2,13,1
28/03/2019,TLI,SO2,32,1
28/03/2019,UAX,SO2,7,1
28/03/2019,UIZ,SO2,10,1
28/03/2019,VIF,SO2,28,1
28/03/2019,XAL,SO2,13,1
28/03/2019,CCA,SO2,9,1
28/03/2019,MGH,SO2,11,1
28/03/2019,MPA,SO2,4,1
28/03/2019,INN,SO2,1,1
28/03/2019,FAR,SO2,8,1
28/03/2019,SAC,SO2,7,1
29/03/2019,ACO,SO2,3,1
29/03/2019,ATI,SO2,5,1
29/03/2019,MON,SO2,2,1
29/03/2019,CHO,SO2,2,1
29/03/2019,CUA,SO2,2,1
29/03/2019,CUT,SO2,10,1
29/03/2019,HGM,SO2,2,1
29/03/2019,IZT,SO2,2,1
29/03/2019,LLA,SO2,5,1
29/03/2019,LPR,SO2,4,1
29/03/2019,MER,SO2,3,1
29/03/2019,PED,SO2,2,1
29/03/2019,SAG,SO2,3,1
29/03/2019,SFE,SO2,2,1
29/03/2019,TAH,SO2,1,1
29/03/2019,TLA,SO2,5,1
29/03/2019,TLI,SO2,6,1
29/03/2019,UAX,SO2,1,1
29/03/2019,UIZ,SO2,3,1
29/03/2019,VIF,SO2,6,1
29/03/2019,XAL,SO2,5,1
29/03/2019,CCA,SO2,1,1
29/03/2019,MGH,SO2,3,1
29/03/2019,AJM,SO2,1,1
29/03/2019,MPA,SO2,2,1
29/03/2019,INN,SO2,1,1
29/03/2019,FAR,SO2,2,1
29/03/2019,SAC,SO2,3,1
30/03/2019,ACO,SO2,1,1
30/03/2019,ATI,SO2,2,1
30/03/2019,MON,SO2,2,1
30/03/2019,CHO,SO2,2,1
30/03/2019,CUA,SO2,2,1
30/03/2019,CUT,SO2,4,1
30/03/2019,HGM,SO2,2,1
30/03/2019,IZT,SO2,2,1
30/03/2019,LLA,SO2,4,1
30/03/2019,LPR,SO2,3,1
30/03/2019,MER,SO2,3,1
30/03/2019,PED,SO2,2,1
30/03/2019,SAG,SO2,2,1
30/03/2019,SFE,SO2,2,1
30/03/2019,TAH,SO2,1,1
30/03/2019,TLA,SO2,3,1
30/03/2019,TLI,SO2,3,1
30/03/2019,UAX,SO2,1,1
30/03/2019,UIZ,SO2,3,1
30/03/2019,VIF,SO2,4,1
30/03/2019,XAL,SO2,3,1
30/03/2019,CCA,SO2,1,1
30/03/2019,MGH,SO2,3,1
30/03/2019,AJM,SO2,1,1
30/03/2019,MPA,SO2,2,1
30/03/2019,INN,SO2,1,1
30/03/2019,FAR,SO2,1,1
30/03/2019,SAC,SO2,3,1
31/03/2019,ACO,SO2,2,1
31/03/2019,ATI,SO2,15,1
31/03/2019,MON,SO2,5,1
31/03/2019,CHO,SO2,6,1
31/03/2019,CUA,SO2,6,1
31/03/2019,CUT,SO2,38,1
31/03/2019,HGM,SO2,13,1
31/03/2019,IZT,SO2,14,1
31/03/2019,LLA,SO2,22,1
31/03/2019,LPR,SO2,17,1
31/03/2019,MER,SO2,16,1
31/03/2019,PED,SO2,9,1
31/03/2019,SAG,SO2,15,1
31/03/2019,SFE,SO2,7,1
31/03/2019,TAH,SO2,9,1
31/03/2019,TLA,SO2,15,1
31/03/2019,TLI,SO2,24,1
31/03/2019,UAX,SO2,10,1
31/03/2019,UIZ,SO2,14,1
31/03/2019,VIF,SO2,24,1
31/03/2019,XAL,SO2,10,1
31/03/2019,CCA,SO2,9,1
31/03/2019,MGH,SO2,10,1
31/03/2019,AJM,SO2,7,1
31/03/2019,MPA,SO2,7,1
31/03/2019,INN,SO2,1,1
31/03/2019,FAR,SO2,10,1
31/03/2019,SAC,SO2,10,1
01/04/2019,ACO,SO2,1,1
01/04/2019,ATI,SO2,6,1
01/04/2019,MON,SO2,1,1
01/04/2019,CHO,SO2,1,1
01/04/2019,CUA,SO2,1,1
01/04/2019,CUT,SO2,8,1
01/04/2019,HGM,SO2,2,1
01/04/2019,IZT,SO2,1,1
01/04/2019,LLA,SO2,1,1
01/04/2019,LPR,SO2,2,1
01/04/2019,MER,SO2,2,1
01/04/2019,PED,SO2,5,1
01/04/2019,SAG,SO2,1,1
01/04/2019,TAH,SO2,0,1
01/04/2019,TLA,SO2,9,1
01/04/2019,TLI,SO2,18,1
01/04/2019,UAX,SO2,1,1
01/04/2019,UIZ,SO2,1,1
01/04/2019,VIF,SO2,9,1
01/04/2019,XAL,SO2,1,1
01/04/2019,CCA,SO2,3,1
01/04/2019,MGH,SO2,6,1
01/04/2019,MPA,SO2,1,1
01/04/2019,INN,SO2,1,1
01/04/2019,FAR,SO2,1,1
01/04/2019,SAC,SO2,2,1
02/04/2019,ACO,SO2,3,1
02/04/2019,ATI,SO2,4,1
02/04/2019,CAM,SO2,6,1
02/04/2019,MON,SO2,3,1
02/04/2019,CUA,SO2,2,1
02/04/2019,CUT,SO2,9,1
02/04/2019,HGM,SO2,2,1
02/04/2019,IZT,SO2,4,1
02/04/2019,LLA,SO2,21,1
02/04/2019,LPR,SO2,8,1
02/04/2019,PED,SO2,2,1
02/04/2019,SAG,SO2,24,1
02/04/2019,SFE,SO2,2,1
02/04/2019,TAH,SO2,1,1
02/04/2019,TLA,SO2,10,1
02/04/2019,TLI,SO2,11,1
02/04/2019,UAX,SO2,2,1
02/04/2019,UIZ,SO2,7,1
02/04/2019,VIF,SO2,17,1
02/04/2019,XAL,SO2,10,1
02/04/2019,CCA,SO2,2,1
02/04/2019,MGH,SO2,4,1
02/04/2019,MPA,SO2,1,1
02/04/2019,INN,SO2,1,1
02/04/2019,FAR,SO2,10,1
02/04/2019,SAC,SO2,4,1
03/04/2019,ACO,SO2,1,1
03/04/2019,ATI,SO2,1,1
03/04/2019,CAM,SO2,1,1
03/04/2019,MON,SO2,1,1
03/04/2019,CUA,SO2,1,1
03/04/2019,CUT,SO2,3,1
03/04/2019,HGM,SO2,0,1
03/04/2019,IZT,SO2,1,1
03/04/2019,LLA,SO2,2,1
03/04/2019,LPR,SO2,2,1
03/04/2019,PED,SO2,1,1
03/04/2019,SAG,SO2,2,1
03/04/2019,SFE,SO2,1,1
03/04/2019,TLA,SO2,2,1
03/04/2019,TLI,SO2,2,1
03/04/2019,UAX,SO2,1,1
03/04/2019,UIZ,SO2,1,1
03/04/2019,VIF,SO2,4,1
03/04/2019,XAL,SO2,3,1
03/04/2019,CCA,SO2,1,1
03/04/2019,MGH,SO2,2,1
03/04/2019,AJM,SO2,1,1
03/04/2019,MPA,SO2,1,1
03/04/2019,INN,SO2,1,1
03/04/2019,FAR,SO2,1,1
03/04/2019,SAC,SO2,2,1
04/04/2019,ACO,SO2,1,1
04/04/2019,ATI,SO2,1,1
04/04/2019,CAM,SO2,1,1
04/04/2019,MON,SO2,1,1
04/04/2019,CUA,SO2,1,1
04/04/2019,CUT,SO2,3,1
04/04/2019,HGM,SO2,1,1
04/04/2019,IZT,SO2,2,1
04/04/2019,LLA,SO2,2,1
04/04/2019,LPR,SO2,4,1
04/04/2019,PED,SO2,1,1
04/04/2019,SAG,SO2,3,1
04/04/2019,SFE,SO2,1,1
04/04/2019,TAH,SO2,1,1
04/04/2019,TLA,SO2,3,1
04/04/2019,TLI,SO2,2,1
04/04/2019,UAX,SO2,1,1
04/04/2019,UIZ,SO2,2,1
04/04/2019,XAL,SO2,3,1
04/04/2019,CCA,SO2,1,1
04/04/2019,MGH,SO2,2,1
04/04/2019,AJM,SO2,1,1
04/04/2019,MPA,SO2,1,1
04/04/2019,INN,SO2,1,1
04/04/2019,FAR,SO2,1,1
04/04/2019,SAC,SO2,2,1
05/04/2019,ACO,SO2,1,1
05/04/2019,ATI,SO2,1,1
05/04/2019,CAM,SO2,2,1
05/04/2019,MON,SO2,1,1
05/04/2019,CUA,SO2,2,1
05/04/2019,CUT,SO2,2,1
05/04/2019,HGM,SO2,1,1
05/04/2019,IZT,SO2,2,1
05/04/2019,LLA,SO2,2,1
05/04/2019,LPR,SO2,3,1
05/04/2019,PED,SO2,1,1
05/04/2019,SAG,SO2,2,1
05/04/2019,SFE,SO2,1,1
05/04/2019,TAH,SO2,1,1
05/04/2019,TLA,SO2,2,1
05/04/2019,TLI,SO2,2,1
05/04/2019,UAX,SO2,1,1
05/04/2019,UIZ,SO2,1,1
05/04/2019,XAL,SO2,2,1
05/04/2019,CCA,SO2,1,1
05/04/2019,MGH,SO2,2,1
05/04/2019,AJM,SO2,1,1
05/04/2019,MPA,SO2,1,1
05/04/2019,INN,SO2,1,1
05/04/2019,FAR,SO2,1,1
05/04/2019,SAC,SO2,2,1
06/04/2019,ACO,SO2,1,1
06/04/2019,ATI,SO2,1,1
06/04/2019,CAM,SO2,1,1
06/04/2019,MON,SO2,1,1
06/04/2019,CUA,SO2,1,1
06/04/2019,CUT,SO2,2,1
06/04/2019,HGM,SO2,1,1
06/04/2019,IZT,SO2,2,1
06/04/2019,LLA,SO2,2,1
06/04/2019,LPR,SO2,2,1
06/04/2019,PED,SO2,1,1
06/04/2019,SAG,SO2,1,1
06/04/2019,SFE,SO2,1,1
06/04/2019,TAH,SO2,1,1
06/04/2019,TLA,SO2,2,1
06/04/2019,TLI,SO2,2,1
06/04/2019,UAX,SO2,1,1
06/04/2019,XAL,SO2,2,1
06/04/2019,CCA,SO2,1,1
06/04/2019,MGH,SO2,2,1
06/04/2019,AJM,SO2,1,1
06/04/2019,MPA,SO2,1,1
06/04/2019,INN,SO2,1,1
06/04/2019,FAR,SO2,1,1
06/04/2019,SAC,SO2,2,1
07/04/2019,ACO,SO2,1,1
07/04/2019,ATI,SO2,1,1
07/04/2019,CAM,SO2,1,1
07/04/2019,MON,SO2,1,1
07/04/2019,CUA,SO2,1,1
07/04/2019,CUT,SO2,3,1
07/04/2019,HGM,SO2,0,1
07/04/2019,IZT,SO2,1,1
07/04/2019,LLA,SO2,1,1
07/04/2019,LPR,SO2,2,1
07/04/2019,PED,SO2,1,1
07/04/2019,SAG,SO2,2,1
07/04/2019,SFE,SO2,1,1
07/04/2019,TAH,SO2,1,1
07/04/2019,TLA,SO2,2,1
07/04/2019,TLI,SO2,1,1
07/04/2019,UAX,SO2,1,1
07/04/2019,UIZ,SO2,1,1
07/04/2019,XAL,SO2,2,1
07/04/2019,CCA,SO2,1,1
07/04/2019,MGH,SO2,2,1
07/04/2019,AJM,SO2,1,1
07/04/2019,MPA,SO2,1,1
07/04/2019,INN,SO2,1,1
07/04/2019,FAR,SO2,1,1
07/04/2019,SAC,SO2,2,1
08/04/2019,ACO,SO2,2,1
08/04/2019,ATI,SO2,3,1
08/04/2019,CAM,SO2,7,1
08/04/2019,MON,SO2,3,1
08/04/2019,CUA,SO2,3,1
08/04/2019,CUT,SO2,12,1
08/04/2019,HGM,SO2,7,1
08/04/2019,IZT,SO2,8,1
08/04/2019,LLA,SO2,7,1
08/04/2019,LPR,SO2,9,1
08/04/2019,PED,SO2,3,1
08/04/2019,SFE,SO2,3,1
08/04/2019,TAH,SO2,3,1
08/04/2019,TLA,SO2,8,1
08/04/2019,TLI,SO2,11,1
08/04/2019,UAX,SO2,3,1
08/04/2019,UIZ,SO2,5,1
08/04/2019,XAL,SO2,7,1
08/04/2019,CCA,SO2,1,1
08/04/2019,MGH,SO2,4,1
08/04/2019,AJM,SO2,3,1
08/04/2019,MPA,SO2,5,1
08/04/2019,INN,SO2,1,1
08/04/2019,FAR,SO2,5,1
08/04/2019,SAC,SO2,4,1
09/04/2019,ACO,SO2,0,1
09/04/2019,ATI,SO2,2,1
09/04/2019,CAM,SO2,2,1
09/04/2019,MON,SO2,1,1
09/04/2019,CUA,SO2,2,1
09/04/2019,CUT,SO2,2,1
09/04/2019,HGM,SO2,2,1
09/04/2019,IZT,SO2,2,1
09/04/2019,LLA,SO2,2,1
09/04/2019,LPR,SO2,2,1
09/04/2019,PED,SO2,2,1
09/04/2019,SAG,SO2,2,1
09/04/2019,SFE,SO2,2,1
09/04/2019,TAH,SO2,1,1
09/04/2019,TLA,SO2,4,1
09/04/2019,TLI,SO2,2,1
09/04/2019,UAX,SO2,1,1
09/04/2019,UIZ,SO2,1,1
09/04/2019,XAL,SO2,2,1
09/04/2019,CCA,SO2,1,1
09/04/2019,MGH,SO2,3,1
09/04/2019,AJM,SO2,2,1
09/04/2019,MPA,SO2,2,1
09/04/2019,INN,SO2,1,1
09/04/2019,FAR,SO2,1,1
09/04/2019,SAC,SO2,2,1
10/04/2019,ACO,SO2,1,1
10/04/2019,ATI,SO2,1,1
10/04/2019,CAM,SO2,2,1
10/04/2019,CUA,SO2,2,1
10/04/2019,CUT,SO2,2,1
10/04/2019,HGM,SO2,2,1
10/04/2019,IZT,SO2,2,1
10/04/2019,LLA,SO2,2,1
10/04/2019,LPR,SO2,3,1
10/04/2019,PED,SO2,1,1
10/04/2019,SAG,SO2,3,1
10/04/2019,SFE,SO2,2,1
10/04/2019,TAH,SO2,1,1
10/04/2019,TLA,SO2,3,1
10/04/2019,TLI,SO2,3,1
10/04/2019,UAX,SO2,1,1
10/04/2019,UIZ,SO2,2,1
10/04/2019,XAL,SO2,3,1
10/04/2019,CCA,SO2,1,1
10/04/2019,MGH,SO2,3,1
10/04/2019,AJM,SO2,1,1
10/04/2019,MPA,SO2,1,1
10/04/2019,INN,SO2,1,1
10/04/2019,FAR,SO2,1,1
10/04/2019,SAC,SO2,3,1
11/04/2019,ACO,SO2,1,1
11/04/2019,ATI,SO2,1,1
11/04/2019,CAM,SO2,2,1
11/04/2019,CUA,SO2,1,1
11/04/2019,CUT,SO2,2,1
11/04/2019,HGM,SO2,1,1
11/04/2019,IZT,SO2,2,1
11/04/2019,LLA,SO2,2,1
11/04/2019,LPR,SO2,2,1
11/04/2019,PED,SO2,1,1
11/04/2019,SAG,SO2,2,1
11/04/2019,SFE,SO2,1,1
11/04/2019,TAH,SO2,1,1
11/04/2019,TLA,SO2,2,1
11/04/2019,TLI,SO2,2,1
11/04/2019,UAX,SO2,1,1
11/04/2019,VIF,SO2,1,1
11/04/2019,XAL,SO2,3,1
11/04/2019,CCA,SO2,1,1
11/04/2019,MGH,SO2,2,1
11/04/2019,AJM,SO2,1,1
11/04/2019,MPA,SO2,2,1
11/04/2019,INN,SO2,1,1
11/04/2019,FAR,SO2,1,1
11/04/2019,SAC,SO2,2,1
12/04/2019,ACO,SO2,1,1
12/04/2019,ATI,SO2,1,1
12/04/2019,CAM,SO2,1,1
12/04/2019,MON,SO2,1,1
12/04/2019,CUA,SO2,1,1
12/04/2019,HGM,SO2,0,1
12/04/2019,IZT,SO2,2,1
12/04/2019,LLA,SO2,1,1
12/04/2019,LPR,SO2,2,1
12/04/2019,PED,SO2,1,1
12/04/2019,SAG,SO2,2,1
12/04/2019,SFE,SO2,1,1
12/04/2019,TAH,SO2,1,1
12/04/2019,TLA,SO2,2,1
12/04/2019,UAX,SO2,1,1
12/04/2019,VIF,SO2,1,1
12/04/2019,XAL,SO2,2,1
12/04/2019,CCA,SO2,1,1
12/04/2019,MGH,SO2,3,1
12/04/2019,AJM,SO2,1,1
12/04/2019,INN,SO2,1,1
12/04/2019,SAC,SO2,2,1
13/04/2019,ACO,SO2,1,1
13/04/2019,ATI,SO2,0,1
13/04/2019,CAM,SO2,0,1
13/04/2019,MON,SO2,1,1
13/04/2019,CUA,SO2,1,1
13/04/2019,CUT,SO2,2,1
13/04/2019,HGM,SO2,0,1
13/04/2019,IZT,SO2,1,1
13/04/2019,LLA,SO2,1,1
13/04/2019,LPR,SO2,2,1
13/04/2019,PED,SO2,1,1
13/04/2019,SAG,SO2,1,1
13/04/2019,SFE,SO2,1,1
13/04/2019,TAH,SO2,1,1
13/04/2019,TLA,SO2,1,1
13/04/2019,TLI,SO2,2,1
13/04/2019,UAX,SO2,1,1
13/04/2019,XAL,SO2,2,1
13/04/2019,CCA,SO2,1,1
13/04/2019,MGH,SO2,2,1
13/04/2019,AJM,SO2,1,1
13/04/2019,MPA,SO2,2,1
13/04/2019,INN,SO2,1,1
13/04/2019,SAC,SO2,2,1
14/04/2019,ACO,SO2,1,1
14/04/2019,ATI,SO2,5,1
14/04/2019,CAM,SO2,5,1
14/04/2019,MON,SO2,2,1
14/04/2019,CUA,SO2,10,1
14/04/2019,CUT,SO2,6,1
14/04/2019,HGM,SO2,4,1
14/04/2019,IZT,SO2,4,1
14/04/2019,LLA,SO2,1,1
14/04/2019,LPR,SO2,3,1
14/04/2019,PED,SO2,6,1
14/04/2019,SAG,SO2,2,1
14/04/2019,SFE,SO2,8,1
14/04/2019,TAH,SO2,3,1
14/04/2019,TLA,SO2,9,1
14/04/2019,TLI,SO2,2,1
14/04/2019,UAX,SO2,3,1
14/04/2019,VIF,SO2,2,1
14/04/2019,XAL,SO2,3,1
14/04/2019,CCA,SO2,4,1
14/04/2019,MGH,SO2,8,1
14/04/2019,AJM,SO2,7,1
14/04/2019,MPA,SO2,4,1
14/04/2019,INN,SO2,4,1
14/04/2019,SAC,SO2,3,1
15/04/2019,ACO,SO2,3,1
15/04/2019,ATI,SO2,10,1
15/04/2019,CAM,SO2,27,1
15/04/2019,MON,SO2,4,1
15/04/2019,CUA,SO2,5,1
15/04/2019,CUT,SO2,10,1
