  gasto_alimento  gasto_ropa      gasto_menaje    gasto_transpor  gasto_educa     num_personas    num_personas_14 nivel_educativo num_aporta       
  5.5432000e+004  6.8800000e+003  7.8000000e+002  4.1200000e+003  2.4000000e+003  4.0000000e+000  2.0000000e+000  3.0000000e+000  1.0000000e+000
  6.3076000e+004  2.6200000e+003  4.2960000e+003  0.0000000e+000  3.8400000e+002  2.0000000e+000  0.0000000e+000  2.0000000e+000  1.0000000e+000
  6.2816000e+004  1.0000000e+003  3.0440000e+003  2.4700000e+003  0.0000000e+000  6.0000000e+000  4.0000000e+000  2.0000000e+000  1.0000000e+000
  8.0236000e+004  7.9800000e+003  5.2016000e+004  3.7440000e+003  0.0000000e+000  4.0000000e+000  2.0000000e+000  4.0000000e+000  2.0000000e+000
  9.0636000e+004  8.0800000e+003  1.3128000e+004  4.0801000e+004  2.6560000e+004  3.0000000e+000  1.0000000e+000  3.0000000e+000  1.0000000e+000
  8.9752000e+004  4.3100000e+004  2.3920000e+003  1.3474000e+004  9.6560000e+003  5.0000000e+000  0.0000000e+000  1.0000000e+000  1.0000000e+000
  8.4552000e+004  1.9976000e+004  8.5360000e+003  0.0000000e+000  1.8000000e+002  4.0000000e+000  1.0000000e+000  2.0000000e+000  2.0000000e+000
  1.1211200e+005  1.8832000e+004  3.5800000e+004  4.4321000e+004  2.9128000e+004  6.0000000e+000  3.0000000e+000  7.0000000e+000  2.0000000e+000
  5.5848000e+004  2.8400000e+004  4.0000000e+003  0.0000000e+000  3.0000000e+003  1.0000000e+000  0.0000000e+000  1.0000000e+000  1.0000000e+000
  1.5782000e+005  3.1141000e+004  0.0000000e+000  0.0000000e+000  4.4612000e+004  5.0000000e+000  3.0000000e+000  3.0000000e+000  1.0000000e+000
  1.8132400e+005  4.9760000e+004  2.8432000e+004  3.1064000e+004  6.9360000e+004  4.0000000e+000  0.0000000e+000  7.0000000e+000  2.0000000e+000
  2.5672400e+005  1.5076000e+004  1.6856000e+004  6.2184000e+004  3.7604000e+004  7.0000000e+000  0.0000000e+000  3.0000000e+000  6.0000000e+000
  9.6460000e+004  1.5220000e+004  5.0800000e+004  2.9743000e+004  5.1448000e+004  5.0000000e+000  0.0000000e+000  3.0000000e+000  4.0000000e+000
  1.7300400e+005  0.0000000e+000  6.1880000e+003  0.0000000e+000  5.7200000e+003  6.0000000e+000  2.0000000e+000  3.0000000e+000  2.0000000e+000
  1.0946000e+005  8.1440000e+003  8.5440000e+003  4.7600000e+003  1.2000000e+002  3.0000000e+000  0.0000000e+000  2.0000000e+000  2.0000000e+000
  6.2348000e+004  1.9941000e+004  2.4441000e+004  2.6800000e+003  6.7440000e+003  4.0000000e+000  2.0000000e+000  2.0000000e+000  1.0000000e+000
  1.4346800e+005  2.4072000e+004  3.3012000e+004  7.5018000e+004  3.1879000e+004  5.0000000e+000  1.0000000e+000  3.0000000e+000  2.0000000e+000
